gid,funcs
15630,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
15631,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
15634,"['GO:0008152', 'GO:0009987']"
15636,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
15641,"['GO:0008152', 'GO:0009987']"
15643,"['GO:0051179', 'GO:0009987']"
15655,"['GO:0008152', 'GO:0009987']"
15659,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
15661,"['GO:0008152', 'GO:0009987']"
15667,['GO:0065007']
15668,"['GO:0051179', 'GO:0009987']"
15671,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15679,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
15680,['GO:0065007']
15693,['GO:0009987']
15697,['GO:0065007']
15715,"['GO:0008152', 'GO:0009987']"
15721,"['GO:0008152', 'GO:0009987']"
15723,['GO:0065007']
15750,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0051179', 'GO:0050896']"
15752,"['GO:0008152', 'GO:0009987']"
15757,"['GO:0008152', 'GO:0009987']"
15759,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15761,['GO:0009987']
15767,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
15779,"['GO:0008152', 'GO:0009987']"
15783,['GO:0008152']
15785,"['GO:0008152', 'GO:0009987']"
15788,"['GO:0008152', 'GO:0009987']"
15791,['GO:0009987']
15793,['GO:0009987']
15798,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
15801,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
15803,"['GO:0008152', 'GO:0009987']"
15811,['GO:0065007']
15816,['GO:0008152']
15818,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
15821,"['GO:0050896', 'GO:0065007']"
15834,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
15839,"['GO:0008152', 'GO:0009987']"
15841,"['GO:0008152', 'GO:0009987']"
15842,"['GO:0008152', 'GO:0009987']"
15844,"['GO:0008152', 'GO:0009987']"
15857,['GO:0008152']
15862,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15864,"['GO:0008152', 'GO:0009987']"
15871,"['GO:0008152', 'GO:0009987']"
15873,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
15888,"['GO:0009987', 'GO:0065007']"
15890,"['GO:0050896', 'GO:0009987']"
15894,"['GO:0008152', 'GO:0009987']"
15902,"['GO:0008152', 'GO:0009987']"
15904,"['GO:0008152', 'GO:0009987']"
15911,['GO:0065007']
15916,['GO:0009987']
15922,"['GO:0008152', 'GO:0009987']"
15925,"['GO:0008152', 'GO:0009987']"
15927,"['GO:0008152', 'GO:0009987']"
15933,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
15936,"['GO:0008152', 'GO:0009987']"
15938,"['GO:0051179', 'GO:0009987']"
15946,['GO:0009987']
15948,['GO:0065007']
15950,"['GO:0008152', 'GO:0009987']"
15951,['GO:0065007']
15952,['GO:0065007']
15958,"['GO:0051179', 'GO:0009987']"
15963,"['GO:0008152', 'GO:0009987']"
15968,"['GO:0009987', 'GO:0065007']"
15970,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
15973,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
15978,['GO:0065007']
15988,"['GO:0008152', 'GO:0009987']"
15990,"['GO:0051179', 'GO:0009987']"
15995,"['GO:0008152', 'GO:0009987']"
16000,"['GO:0008152', 'GO:0009987']"
16006,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
16012,['GO:0051179']
16014,"['GO:0051179', 'GO:0009987']"
16015,['GO:0050896']
16019,"['GO:0008152', 'GO:0009987']"
16022,['GO:0051179']
16049,['GO:0009987']
16052,['GO:0065007']
16054,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
16056,"['GO:0008152', 'GO:0009987']"
16058,['GO:0008152']
16074,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16075,['GO:0065007']
16082,"['GO:0008152', 'GO:0009987']"
16086,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16087,"['GO:0008152', 'GO:0009987']"
16089,"['GO:0008152', 'GO:0009987']"
16091,"['GO:0008152', 'GO:0009987']"
16092,"['GO:0008152', 'GO:0009987']"
16094,['GO:0009987']
16101,"['GO:0008152', 'GO:0009987']"
16106,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16108,"['GO:0032502', 'GO:0009987']"
16109,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
16112,"['GO:0008152', 'GO:0009987']"
16115,['GO:0065007']
16120,"['GO:0051179', 'GO:0009987']"
16123,"['GO:0008152', 'GO:0009987']"
16126,"['GO:0008152', 'GO:0009987']"
16130,['GO:0008152']
16131,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
16132,['GO:0065007']
16136,['GO:0009987']
16139,"['GO:0008152', 'GO:0009987']"
16142,['GO:0008152']
16154,"['GO:0008152', 'GO:0009987']"
16171,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16174,"['GO:0008152', 'GO:0009987']"
16175,['GO:0009987']
16176,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16181,['GO:0065007']
16184,"['GO:0008152', 'GO:0009987']"
16191,"['GO:0008152', 'GO:0009987']"
16194,"['GO:0008152', 'GO:0009987']"
16199,"['GO:0008152', 'GO:0009987']"
16203,"['GO:0051179', 'GO:0065007']"
16204,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
16208,"['GO:0051179', 'GO:0009987']"
16213,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16218,['GO:0009987']
16219,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
16221,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16222,"['GO:0008152', 'GO:0009987']"
16233,['GO:0009987']
16237,['GO:0050896']
16241,"['GO:0051179', 'GO:0009987']"
16249,"['GO:0051179', 'GO:0009987']"
16252,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
16259,"['GO:0008152', 'GO:0009987']"
16264,['GO:0065007']
16269,"['GO:0008152', 'GO:0009987']"
16275,"['GO:0008152', 'GO:0009987']"
16282,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
16291,['GO:0008152']
16293,"['GO:0008152', 'GO:0009987']"
16294,"['GO:0008152', 'GO:0009987']"
16296,"['GO:0008152', 'GO:0009987']"
16300,"['GO:0008152', 'GO:0009987']"
16306,"['GO:0022414', 'GO:0032502', 'GO:0000003']"
16309,['GO:0050896']
16312,['GO:0050896']
16319,['GO:0065007']
16321,"['GO:0008152', 'GO:0009987']"
16328,"['GO:0008152', 'GO:0009987']"
16334,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
16336,['GO:0008152']
16348,"['GO:0050896', 'GO:0009987', 'GO:0065007']"
16354,"['GO:0008152', 'GO:0009987']"
16355,"['GO:0008152', 'GO:0009987']"
16356,"['GO:0008152', 'GO:0009987']"
16358,"['GO:0065007', 'GO:0009987']"
16362,"['GO:0008152', 'GO:0009987']"
16371,"['GO:0008152', 'GO:0009987']"
16375,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
16378,"['GO:0008152', 'GO:0009987']"
16388,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16389,"['GO:0008152', 'GO:0009987']"
16391,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16395,"['GO:0008152', 'GO:0009987']"
16398,['GO:0065007']
16406,['GO:0008152']
16412,"['GO:0008152', 'GO:0009987']"
16422,"['GO:0050896', 'GO:0065007']"
16434,"['GO:0051179', 'GO:0009987']"
16442,['GO:0065007']
16448,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16451,"['GO:0051179', 'GO:0009987']"
16455,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
16462,"['GO:0008152', 'GO:0009987']"
16465,['GO:0050896']
16470,['GO:0009987']
16492,"['GO:0008152', 'GO:0009987']"
16494,"['GO:0008152', 'GO:0009987']"
16496,['GO:0050896']
16499,"['GO:0008152', 'GO:0009987']"
16501,"['GO:0050896', 'GO:0065007']"
16503,"['GO:0008152', 'GO:0009987']"
16513,['GO:0065007']
16523,"['GO:0008152', 'GO:0009987']"
16530,"['GO:0008152', 'GO:0032501', 'GO:0032502', 'GO:0065007']"
16571,['GO:0009987']
16574,['GO:0065007']
16583,"['GO:0032501', 'GO:0048511', 'GO:0050896', 'GO:0065007']"
16586,['GO:0051179']
16593,"['GO:0008152', 'GO:0009987']"
16607,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
16608,"['GO:0008152', 'GO:0009987']"
16612,['GO:0009987']
16613,['GO:0065007']
16614,"['GO:0051179', 'GO:0009987']"
16616,"['GO:0008152', 'GO:0009987']"
16617,"['GO:0008152', 'GO:0009987']"
16622,"['GO:0008152', 'GO:0009987']"
16639,"['GO:0008152', 'GO:0009987']"
16640,"['GO:0032502', 'GO:0009987']"
16641,"['GO:0032502', 'GO:0009987']"
16648,"['GO:0009987', 'GO:0065007']"
16655,['GO:0065007']
16659,"['GO:0008152', 'GO:0009987']"
16663,"['GO:0008152', 'GO:0009987']"
16671,"['GO:0008152', 'GO:0009987']"
16674,['GO:0051179']
16676,['GO:0009987']
16693,"['GO:0009987', 'GO:0065007']"
16697,"['GO:0008152', 'GO:0009987']"
16698,"['GO:0008152', 'GO:0009987']"
16703,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
16704,"['GO:0008152', 'GO:0009987']"
16705,"['GO:0008152', 'GO:0009987']"
16706,"['GO:0008152', 'GO:0009987']"
16711,"['GO:0008152', 'GO:0009987']"
16715,"['GO:0008152', 'GO:0009987']"
16737,"['GO:0008152', 'GO:0009987']"
16743,"['GO:0008152', 'GO:0009987']"
16754,['GO:0009987']
16758,"['GO:0051179', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
16761,"['GO:0008152', 'GO:0009987']"
16762,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16763,['GO:0009987']
16764,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16765,"['GO:0008152', 'GO:0009987']"
16770,['GO:0009987']
16774,"['GO:0008152', 'GO:0009987']"
16775,"['GO:0008152', 'GO:0009987']"
16780,"['GO:0008152', 'GO:0009987']"
16782,"['GO:0008152', 'GO:0009987']"
16783,"['GO:0008152', 'GO:0009987']"
16791,"['GO:0008152', 'GO:0009987']"
16795,"['GO:0008152', 'GO:0098754', 'GO:0050896', 'GO:0009987']"
16798,"['GO:0008152', 'GO:0009987']"
16799,['GO:0008152']
16802,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
16803,['GO:0009987']
16804,['GO:0065007']
16814,['GO:0065007']
16818,['GO:0008152']
16826,"['GO:0008152', 'GO:0009987']"
16836,['GO:0009987']
16851,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
16854,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
16856,['GO:0050896']
16857,"['GO:0008152', 'GO:0009987']"
16859,"['GO:0051179', 'GO:0009987']"
16860,"['GO:0051179', 'GO:0009987']"
16865,['GO:0050896']
16866,['GO:0009987']
16868,"['GO:0008152', 'GO:0009987']"
16870,"['GO:0008152', 'GO:0009987']"
16877,['GO:0065007']
16881,"['GO:0008152', 'GO:0009987']"
16893,"['GO:0008152', 'GO:0009987']"
16895,"['GO:0050896', 'GO:0009987']"
16897,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16900,"['GO:0008152', 'GO:0009987']"
16910,"['GO:0008152', 'GO:0009987']"
16911,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16912,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16915,"['GO:0008152', 'GO:0009987']"
16916,['GO:0050896']
16917,"['GO:0008152', 'GO:0009987']"
16920,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
16921,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16923,"['GO:0008152', 'GO:0009987']"
16929,"['GO:0008152', 'GO:0009987']"
16930,['GO:0051179']
16938,['GO:0065007']
16944,"['GO:0008152', 'GO:0009987']"
16963,"['GO:0008152', 'GO:0009987']"
16975,['GO:0050896']
16979,"['GO:0032501', 'GO:0032502']"
16981,"['GO:0008152', 'GO:0009987']"
16982,"['GO:0008152', 'GO:0009987']"
16984,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
16989,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17008,"['GO:0008152', 'GO:0009987']"
17021,"['GO:0008152', 'GO:0009987']"
17024,['GO:0051179']
17026,"['GO:0008152', 'GO:0009987']"
17028,['GO:0009987']
17029,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17032,['GO:0009987']
17037,"['GO:0008152', 'GO:0009987']"
17040,"['GO:0008152', 'GO:0009987']"
17044,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
17045,"['GO:0008152', 'GO:0009987']"
17058,"['GO:0008152', 'GO:0098754', 'GO:0050896', 'GO:0009987']"
17064,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
17065,"['GO:0008152', 'GO:0009987']"
17067,['GO:0050896']
17082,"['GO:0065007', 'GO:0032502', 'GO:0051179', 'GO:0009987', 'GO:0032501', 'GO:0050896']"
17084,"['GO:0008152', 'GO:0009987']"
17085,"['GO:0032502', 'GO:0009987']"
17091,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
17099,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
17111,"['GO:0008152', 'GO:0009987']"
17118,['GO:0065007']
17126,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
17143,['GO:0065007']
17144,"['GO:0008152', 'GO:0009987']"
17146,"['GO:0008152', 'GO:0009987']"
17148,"['GO:0008152', 'GO:0009987']"
17154,['GO:0065007']
17163,"['GO:0051179', 'GO:0009987']"
17171,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
17175,"['GO:0051179', 'GO:0009987']"
17180,"['GO:0008152', 'GO:0009987']"
17181,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
17185,"['GO:0008152', 'GO:0009987']"
17188,"['GO:0008152', 'GO:0009987']"
17190,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
17202,['GO:0051179']
17203,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17213,['GO:0065007']
17216,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
17219,"['GO:0008152', 'GO:0009987']"
17220,"['GO:0008152', 'GO:0009987']"
17226,['GO:0051179']
17233,"['GO:0065007', 'GO:0009987']"
17235,['GO:0009987']
17242,['GO:0050896']
17245,"['GO:0008152', 'GO:0009987']"
17254,['GO:0051179']
17262,"['GO:0050896', 'GO:0009987']"
17269,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
17275,"['GO:0008152', 'GO:0009987']"
17276,"['GO:0008152', 'GO:0009987']"
17278,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
17279,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
17291,"['GO:0051179', 'GO:0009987']"
17299,"['GO:0008152', 'GO:0009987']"
17310,['GO:0050896']
17311,"['GO:0008152', 'GO:0009987']"
17312,['GO:0009987']
17317,"['GO:0008152', 'GO:0009987']"
17318,['GO:0065007']
17325,"['GO:0008152', 'GO:0009987']"
17326,['GO:0051179']
17331,['GO:0050896']
17332,"['GO:0008152', 'GO:0009987']"
17338,"['GO:0051179', 'GO:0009987']"
17342,"['GO:0008152', 'GO:0009987']"
17356,['GO:0051179']
17360,"['GO:0051179', 'GO:0009987']"
17361,['GO:0008152']
17362,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
17365,"['GO:0008152', 'GO:0009987']"
17368,['GO:0009987']
17374,"['GO:0008152', 'GO:0009987']"
17375,"['GO:0051704', 'GO:0044419', 'GO:0009987', 'GO:0051179', 'GO:0016032']"
17377,"['GO:0065007', 'GO:0009987']"
17378,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
17382,"['GO:0008152', 'GO:0009987']"
17384,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
17388,['GO:0009987']
17393,"['GO:0008152', 'GO:0009987']"
17394,"['GO:0051179', 'GO:0009987']"
17396,['GO:0065007']
17401,['GO:0065007']
17402,"['GO:0008152', 'GO:0009987']"
17408,"['GO:0032502', 'GO:0009987']"
17409,"['GO:0050896', 'GO:0009987']"
17413,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
17415,"['GO:0008152', 'GO:0009987']"
17419,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17431,"['GO:0050896', 'GO:0009987']"
17433,"['GO:0008152', 'GO:0009987']"
17437,"['GO:0008152', 'GO:0009987']"
17447,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17451,"['GO:0008152', 'GO:0009987']"
17453,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17455,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17457,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17460,"['GO:0051179', 'GO:0009987']"
17475,['GO:0009987']
17478,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
17479,['GO:0050896']
17483,"['GO:0008152', 'GO:0009987']"
17495,"['GO:0032502', 'GO:0022414', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
17500,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
17509,['GO:0009987']
17512,"['GO:0008152', 'GO:0009987']"
17528,"['GO:0008152', 'GO:0009987']"
17531,"['GO:0051179', 'GO:0009987']"
17539,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
17540,"['GO:0008152', 'GO:0009987']"
17542,['GO:0065007']
17545,['GO:0008152']
17548,"['GO:0008152', 'GO:0009987']"
17550,['GO:0009987']
17556,"['GO:0008152', 'GO:0009987']"
17558,"['GO:0008152', 'GO:0009987']"
17560,['GO:0065007']
17571,"['GO:0008152', 'GO:0009987']"
17572,"['GO:0008152', 'GO:0009987']"
17574,"['GO:0008152', 'GO:0009987']"
17580,"['GO:0008152', 'GO:0009987']"
17591,"['GO:0008152', 'GO:0009987']"
17594,"['GO:0008152', 'GO:0009987']"
17606,['GO:0051179']
17616,['GO:0065007']
17619,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
17620,"['GO:0008152', 'GO:0009987']"
17621,"['GO:0008152', 'GO:0009987']"
17622,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
17625,"['GO:0051179', 'GO:0009987']"
17629,"['GO:0008152', 'GO:0009987']"
17630,"['GO:0051179', 'GO:0009987']"
17633,"['GO:0008152', 'GO:0009987']"
17637,"['GO:0051179', 'GO:0009987']"
17647,"['GO:0051179', 'GO:0009987']"
17648,['GO:0065007']
17650,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17651,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
17660,"['GO:0008152', 'GO:0009987']"
17662,"['GO:0051179', 'GO:0009987']"
17665,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17667,['GO:0065007']
17682,['GO:0009987']
17697,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17698,['GO:0065007']
17701,['GO:0065007']
17702,['GO:0008152']
17708,"['GO:0051179', 'GO:0009987']"
17714,"['GO:0008152', 'GO:0009987']"
17720,['GO:0065007']
17738,['GO:0008152']
17743,"['GO:0065007', 'GO:0009987']"
17745,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17750,"['GO:0008152', 'GO:0009987']"
17755,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17758,"['GO:0008152', 'GO:0009987']"
17762,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17764,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17765,"['GO:0008152', 'GO:0009987']"
17770,"['GO:0008152', 'GO:0009987']"
17773,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17782,"['GO:0051179', 'GO:0009987']"
17783,"['GO:0008152', 'GO:0009987']"
17789,"['GO:0008152', 'GO:0009987']"
17790,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
17798,"['GO:0051179', 'GO:0009987']"
17804,['GO:0008152']
17813,"['GO:0051179', 'GO:0009987']"
17820,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
17823,['GO:0051179']
17849,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17851,"['GO:0008152', 'GO:0009987']"
17853,"['GO:0051179', 'GO:0009987']"
17858,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17860,['GO:0051179']
17862,['GO:0065007']
17863,['GO:0065007']
17865,"['GO:0008152', 'GO:0009987']"
17868,"['GO:0008152', 'GO:0009987']"
17871,['GO:0065007']
17872,['GO:0065007']
17894,['GO:0050896']
17902,"['GO:0008152', 'GO:0009987']"
17905,['GO:0008152']
17906,"['GO:0008152', 'GO:0009987']"
17910,"['GO:0008152', 'GO:0009987']"
17911,"['GO:0009987', 'GO:0065007']"
17912,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17913,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
17926,['GO:0065007']
17927,"['GO:0008152', 'GO:0009987']"
17935,['GO:0065007']
17938,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
17949,"['GO:0008152', 'GO:0009987']"
17956,"['GO:0008152', 'GO:0009987']"
17970,['GO:0065007']
17978,"['GO:0051179', 'GO:0050896', 'GO:0009987']"
17986,"['GO:0008152', 'GO:0009987']"
17992,"['GO:0008152', 'GO:0009987']"
17993,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
17994,['GO:0051179']
17996,['GO:0065007']
18001,['GO:0050896']
18011,"['GO:0008152', 'GO:0009987']"
18014,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
18018,"['GO:0008152', 'GO:0009987']"
18024,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
18031,"['GO:0008152', 'GO:0032501', 'GO:0032502', 'GO:0065007']"
18035,"['GO:0008152', 'GO:0009987']"
18036,"['GO:0008152', 'GO:0009987']"
18037,['GO:0009987']
18038,"['GO:0032502', 'GO:0009987']"
18045,"['GO:0008152', 'GO:0009987']"
18047,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
18050,"['GO:0008152', 'GO:0009987']"
18051,"['GO:0008152', 'GO:0009987']"
18058,"['GO:0051179', 'GO:0009987']"
18065,"['GO:0008152', 'GO:0009987']"
18067,"['GO:0008152', 'GO:0009987']"
18069,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
18074,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
18075,"['GO:0008152', 'GO:0009987']"
18076,"['GO:0032501', 'GO:0022414', 'GO:0032502', 'GO:0000003']"
18086,"['GO:0009987', 'GO:0065007']"
18094,['GO:0065007']
18096,['GO:0065007']
18099,"['GO:0050896', 'GO:0009987', 'GO:0065007']"
18104,['GO:0051179']
18105,"['GO:0008152', 'GO:0009987']"
18112,"['GO:0008152', 'GO:0009987']"
18117,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
18118,"['GO:0008152', 'GO:0009987']"
18120,"['GO:0008152', 'GO:0009987']"
18122,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
18131,['GO:0050896']
18134,"['GO:0008152', 'GO:0009987']"
18140,"['GO:0050896', 'GO:0009987']"
18141,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
18143,['GO:0051179']
18146,"['GO:0008152', 'GO:0009987']"
18147,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
18154,"['GO:0008152', 'GO:0009987']"
18161,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
18162,"['GO:0008152', 'GO:0009987']"
18163,"['GO:0008152', 'GO:0009987']"
18165,['GO:0065007']
18167,"['GO:0008152', 'GO:0009987']"
18177,"['GO:0051179', 'GO:0009987']"
18182,"['GO:0008152', 'GO:0009987']"
18183,['GO:0051179']
18184,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
18190,['GO:0065007']
18195,"['GO:0008152', 'GO:0009987']"
18199,"['GO:0008152', 'GO:0009987']"
18207,['GO:0009987']
18219,"['GO:0008152', 'GO:0009987']"
18220,['GO:0009987']
18231,"['GO:0008152', 'GO:0009987']"
18233,"['GO:0008152', 'GO:0009987']"
18234,"['GO:0008152', 'GO:0009987']"
18241,"['GO:0008152', 'GO:0009987']"
18249,"['GO:0051179', 'GO:0009987']"
18250,"['GO:0051179', 'GO:0009987']"
18255,"['GO:0008152', 'GO:0009987']"
18257,"['GO:0008152', 'GO:0009987']"
18261,"['GO:0008152', 'GO:0009987']"
18263,"['GO:0008152', 'GO:0009987']"
18272,"['GO:0009987', 'GO:0065007']"
18288,"['GO:0008152', 'GO:0009987']"
18289,"['GO:0051179', 'GO:0009987']"
18300,"['GO:0009987', 'GO:0065007']"
18302,['GO:0065007']
18307,"['GO:0008152', 'GO:0009987']"
18312,"['GO:0008152', 'GO:0009987']"
18313,['GO:0065007']
18314,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
18324,"['GO:0008152', 'GO:0009987']"
18333,['GO:0009987']
18334,"['GO:0008152', 'GO:0009987']"
18336,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
18345,['GO:0065007']
18351,['GO:0065007']
18360,"['GO:0008152', 'GO:0009987']"
18368,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
18369,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
18371,"['GO:0008152', 'GO:0009987']"
18372,['GO:0050896']
18377,"['GO:0008152', 'GO:0009987']"
18385,"['GO:0008152', 'GO:0009987']"
18395,['GO:0050896']
18400,"['GO:0065007', 'GO:0009987']"
18406,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
18423,"['GO:0008152', 'GO:0009987']"
18425,"['GO:0008152', 'GO:0009987']"
18426,['GO:0009987']
18428,['GO:0008152']
18429,"['GO:0008152', 'GO:0009987']"
18431,"['GO:0008152', 'GO:0009987']"
18445,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
18457,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
18463,['GO:0065007']
18480,"['GO:0008152', 'GO:0009987']"
18485,['GO:0050896']
18497,"['GO:0032502', 'GO:0009987']"
18498,"['GO:0008152', 'GO:0009987']"
18500,"['GO:0008152', 'GO:0009987']"
18504,['GO:0009987']
18505,"['GO:0051179', 'GO:0009987']"
18508,"['GO:0032501', 'GO:0022414', 'GO:0032502', 'GO:0000003']"
18510,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
18511,['GO:0065007']
18514,"['GO:0051179', 'GO:0009987']"
18521,"['GO:0008152', 'GO:0009987']"
18525,"['GO:0065007', 'GO:0044419', 'GO:0002376', 'GO:0050896']"
