gid,funcs
12740,"['GO:0051179', 'GO:0009987']"
12760,['GO:0051179']
12762,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
12778,"['GO:0008152', 'GO:0009987']"
12794,"['GO:0008152', 'GO:0009987']"
12799,"['GO:0008152', 'GO:0009987']"
12803,"['GO:0008152', 'GO:0009987']"
12807,"['GO:0008152', 'GO:0009987']"
12809,['GO:0065007']
12810,['GO:0008152']
12817,"['GO:0008152', 'GO:0009987']"
12822,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
12823,"['GO:0008152', 'GO:0009987']"
12826,"['GO:0008152', 'GO:0009987']"
12833,"['GO:0051179', 'GO:0009987']"
12842,"['GO:0050896', 'GO:0009987']"
12845,"['GO:0032502', 'GO:0065007']"
12851,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
12853,"['GO:0008152', 'GO:0009987']"
12854,"['GO:0008152', 'GO:0009987']"
12859,"['GO:0051179', 'GO:0009987']"
12874,"['GO:0008152', 'GO:0009987']"
12879,"['GO:0032502', 'GO:0009987']"
12887,['GO:0065007']
12889,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
12894,"['GO:0008152', 'GO:0009987']"
12897,['GO:0050896']
12899,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
12900,"['GO:0065007', 'GO:0023052', 'GO:0044419', 'GO:0002376', 'GO:0009987', 'GO:0050896']"
12911,"['GO:0051179', 'GO:0009987']"
12914,['GO:0050896']
12925,['GO:0051179']
12927,"['GO:0051179', 'GO:0009987']"
12931,"['GO:0008152', 'GO:0009987']"
12935,"['GO:0050896', 'GO:0044419', 'GO:0002376', 'GO:0009987']"
12955,"['GO:0008152', 'GO:0009987']"
12958,"['GO:0050896', 'GO:0009987']"
12966,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
12976,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
12983,['GO:0051179']
12984,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
12985,"['GO:0008152', 'GO:0009987']"
12986,"['GO:0008152', 'GO:0009987']"
12990,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
12993,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
12995,['GO:0065007']
12998,"['GO:0050896', 'GO:0009987']"
13004,"['GO:0008152', 'GO:0009987']"
13021,"['GO:0008152', 'GO:0009987']"
13022,"['GO:0065007', 'GO:0009987']"
13023,['GO:0051179']
13027,"['GO:0008152', 'GO:0009987']"
13028,"['GO:0008152', 'GO:0009987']"
13030,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13031,['GO:0065007']
13032,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
13037,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13038,"['GO:0051179', 'GO:0009987']"
13044,"['GO:0008152', 'GO:0009987']"
13064,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13066,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
13067,"['GO:0008152', 'GO:0009987']"
13075,"['GO:0008152', 'GO:0009987']"
13076,['GO:0065007']
13079,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
13080,['GO:0065007']
13083,"['GO:0008152', 'GO:0009987']"
13085,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13097,['GO:0065007']
13101,"['GO:0008152', 'GO:0009987']"
13109,"['GO:0008152', 'GO:0009987']"
13115,['GO:0065007']
13121,"['GO:0050896', 'GO:0009987']"
13125,"['GO:0008152', 'GO:0009987']"
13126,"['GO:0008152', 'GO:0009987']"
13131,['GO:0009987']
13133,"['GO:0008152', 'GO:0009987']"
13138,"['GO:0008152', 'GO:0009987']"
13139,"['GO:0051179', 'GO:0009987']"
13147,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
13151,"['GO:0008152', 'GO:0009987']"
13152,['GO:0065007']
13154,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
13155,"['GO:0023052', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
13171,['GO:0009987']
13174,"['GO:0051179', 'GO:0009987']"
13179,"['GO:0051179', 'GO:0009987']"
13184,"['GO:0008152', 'GO:0009987']"
13185,"['GO:0008152', 'GO:0009987']"
13186,['GO:0008152']
13189,"['GO:0008152', 'GO:0009987']"
13190,"['GO:0051179', 'GO:0009987']"
13193,['GO:0065007']
13205,['GO:0065007']
13209,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
13210,"['GO:0008152', 'GO:0009987']"
13214,['GO:0065007']
13219,"['GO:0008152', 'GO:0009987']"
13221,"['GO:0008152', 'GO:0009987']"
13233,"['GO:0008152', 'GO:0009987']"
13235,"['GO:0008152', 'GO:0009987']"
13236,['GO:0009987']
13240,['GO:0065007']
13246,['GO:0050896']
13253,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
13258,"['GO:0008152', 'GO:0009987']"
13259,"['GO:0008152', 'GO:0009987']"
13260,['GO:0065007']
13261,"['GO:0051179', 'GO:0009987']"
13274,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13277,['GO:0050896']
13287,"['GO:0008152', 'GO:0051179', 'GO:0050896', 'GO:0009987']"
13292,"['GO:0009987', 'GO:0065007']"
13305,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13308,"['GO:0051179', 'GO:0009987']"
13309,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13314,"['GO:0008152', 'GO:0009987']"
13321,['GO:0009987']
13323,"['GO:0008152', 'GO:0009987']"
13332,['GO:0051179']
13337,['GO:0009987']
13340,"['GO:0008152', 'GO:0009987']"
13342,"['GO:0051179', 'GO:0009987']"
13355,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13356,"['GO:0051179', 'GO:0009987']"
13357,"['GO:0051179', 'GO:0009987']"
13361,"['GO:0051179', 'GO:0009987']"
13366,"['GO:0008152', 'GO:0009987']"
13378,['GO:0065007']
13379,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
13380,"['GO:0008152', 'GO:0009987']"
13383,"['GO:0051179', 'GO:0009987']"
13391,['GO:0065007']
13393,"['GO:0008152', 'GO:0009987']"
13400,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13405,['GO:0051179']
13406,['GO:0009987']
13418,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
13421,['GO:0050896']
13423,['GO:0065007']
13425,"['GO:0008152', 'GO:0009987']"
13426,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
13429,['GO:0008152']
13430,['GO:0065007']
13437,"['GO:0009987', 'GO:0065007']"
13443,"['GO:0008152', 'GO:0009987']"
13444,"['GO:0065007', 'GO:0009987']"
13447,['GO:0065007']
13453,"['GO:0008152', 'GO:0009987']"
13460,['GO:0065007']
13472,"['GO:0008152', 'GO:0009987']"
13480,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
13482,"['GO:0008152', 'GO:0009987']"
13485,"['GO:0008152', 'GO:0009987']"
13486,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
13488,"['GO:0008152', 'GO:0009987']"
13495,"['GO:0008152', 'GO:0009987']"
13497,"['GO:0008152', 'GO:0009987']"
13499,['GO:0065007']
13504,"['GO:0065007', 'GO:0023052', 'GO:0044419', 'GO:0002376', 'GO:0009987', 'GO:0050896']"
13505,"['GO:0065007', 'GO:0009987']"
13515,['GO:0065007']
13516,"['GO:0008152', 'GO:0009987']"
13517,['GO:0008152']
13519,['GO:0065007']
13523,['GO:0009987']
13536,['GO:0065007']
13539,"['GO:0008152', 'GO:0009987']"
13541,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
13542,"['GO:0008152', 'GO:0009987']"
13545,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13547,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13553,"['GO:0008152', 'GO:0009987']"
13563,"['GO:0008152', 'GO:0009987']"
13566,['GO:0009987']
13571,"['GO:0008152', 'GO:0009987']"
13574,"['GO:0051179', 'GO:0009987']"
13585,['GO:0065007']
13586,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
13588,"['GO:0008152', 'GO:0009987']"
13589,"['GO:0051179', 'GO:0009987']"
13592,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13596,"['GO:0008152', 'GO:0009987']"
13598,"['GO:0051179', 'GO:0009987']"
13599,['GO:0065007']
13612,"['GO:0065007', 'GO:0009987']"
13613,"['GO:0008152', 'GO:0009987']"
13617,"['GO:0050896', 'GO:0009987']"
13618,"['GO:0008152', 'GO:0009987']"
13619,"['GO:0008152', 'GO:0009987']"
13620,"['GO:0008152', 'GO:0009987']"
13628,['GO:0008152']
13630,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
13631,"['GO:0008152', 'GO:0009987']"
13637,"['GO:0008152', 'GO:0009987']"
13638,['GO:0065007']
13647,"['GO:0008152', 'GO:0009987']"
13648,"['GO:0008152', 'GO:0009987']"
13650,['GO:0009987']
13651,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
13652,"['GO:0008152', 'GO:0009987']"
13659,"['GO:0008152', 'GO:0009987']"
13668,['GO:0050896']
13682,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0051179', 'GO:0050896', 'GO:0000003']"
13684,"['GO:0051179', 'GO:0009987']"
13690,"['GO:0008152', 'GO:0009987']"
13701,"['GO:0051179', 'GO:0009987']"
13705,"['GO:0051179', 'GO:0009987']"
13714,"['GO:0008152', 'GO:0009987']"
13720,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
13721,"['GO:0008152', 'GO:0009987']"
13726,"['GO:0008152', 'GO:0009987']"
13727,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
13743,"['GO:0008152', 'GO:0009987']"
13751,"['GO:0008152', 'GO:0009987']"
13755,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
13756,"['GO:0050896', 'GO:0044419', 'GO:0002376', 'GO:0065007']"
13758,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
13760,['GO:0050896']
13767,"['GO:0050896', 'GO:0065007', 'GO:0009987']"
13771,"['GO:0065007', 'GO:0009987']"
13775,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13777,['GO:0051179']
13779,"['GO:0008152', 'GO:0009987']"
13783,['GO:0009987']
13791,"['GO:0050896', 'GO:0065007']"
13794,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
13798,['GO:0065007']
13803,"['GO:0008152', 'GO:0009987']"
13810,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13815,['GO:0065007']
13820,"['GO:0008152', 'GO:0009987']"
13824,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
13827,"['GO:0008152', 'GO:0009987']"
13832,"['GO:0008152', 'GO:0009987']"
13833,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
13835,"['GO:0032501', 'GO:0050896', 'GO:0032502', 'GO:0009987']"
13842,"['GO:0008152', 'GO:0009987']"
13843,"['GO:0008152', 'GO:0009987']"
13845,"['GO:0008152', 'GO:0009987']"
13852,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13856,"['GO:0008152', 'GO:0009987']"
13858,['GO:0065007']
13859,"['GO:0051179', 'GO:0009987']"
13861,"['GO:0008152', 'GO:0009987']"
13874,['GO:0009987']
13883,['GO:0065007']
13891,"['GO:0008152', 'GO:0009987']"
13896,['GO:0009987']
13925,"['GO:0051179', 'GO:0009987']"
13926,['GO:0009987']
13930,['GO:0065007']
13938,"['GO:0051179', 'GO:0009987']"
13947,"['GO:0008152', 'GO:0009987']"
13962,"['GO:0008152', 'GO:0009987']"
13964,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
13965,"['GO:0032501', 'GO:0048511', 'GO:0050896', 'GO:0065007']"
13966,"['GO:0051179', 'GO:0009987']"
13973,"['GO:0008152', 'GO:0009987']"
13975,"['GO:0008152', 'GO:0009987']"
13980,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13987,"['GO:0009987', 'GO:0065007']"
13988,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
13998,"['GO:0008152', 'GO:0009987']"
14007,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
14009,"['GO:0008152', 'GO:0009987']"
14015,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14024,"['GO:0008152', 'GO:0009987']"
14028,"['GO:0008152', 'GO:0009987']"
14032,"['GO:0050896', 'GO:0009987']"
14034,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
14071,"['GO:0008152', 'GO:0009987']"
14072,['GO:0009987']
14073,"['GO:0051179', 'GO:0009987']"
14079,"['GO:0008152', 'GO:0009987']"
14096,"['GO:0008152', 'GO:0009987']"
14101,"['GO:0008152', 'GO:0009987']"
14102,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14116,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14119,['GO:0009987']
14122,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
14123,"['GO:0008152', 'GO:0009987']"
14125,"['GO:0008152', 'GO:0009987']"
14126,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14128,"['GO:0051179', 'GO:0009987']"
14132,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
14133,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14139,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14143,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14144,"['GO:0008152', 'GO:0009987']"
14148,"['GO:0008152', 'GO:0009987']"
14154,"['GO:0008152', 'GO:0009987']"
14162,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14165,['GO:0009987']
14172,"['GO:0008152', 'GO:0009987']"
14174,"['GO:0008152', 'GO:0009987']"
14177,"['GO:0008152', 'GO:0009987']"
14179,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14181,"['GO:0008152', 'GO:0009987']"
14191,"['GO:0051179', 'GO:0009987']"
14196,['GO:0065007']
14203,['GO:0009987']
14204,['GO:0065007']
14214,"['GO:0008152', 'GO:0009987']"
14219,"['GO:0008152', 'GO:0009987']"
14222,"['GO:0008152', 'GO:0009987']"
14241,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14242,['GO:0050896']
14250,"['GO:0008152', 'GO:0009987']"
14261,"['GO:0008152', 'GO:0009987']"
14263,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14273,"['GO:0008152', 'GO:0009987']"
14282,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14283,"['GO:0008152', 'GO:0009987']"
14289,['GO:0065007']
14293,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
14297,"['GO:0051179', 'GO:0009987']"
14298,"['GO:0008152', 'GO:0009987']"
14307,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14308,"['GO:0008152', 'GO:0009987']"
14318,"['GO:0008152', 'GO:0009987']"
14321,"['GO:0008152', 'GO:0009987']"
14325,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14339,"['GO:0008152', 'GO:0009987']"
14342,['GO:0065007']
14350,"['GO:0008152', 'GO:0098754', 'GO:0050896', 'GO:0009987']"
14353,"['GO:0008152', 'GO:0009987']"
14354,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14366,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
14374,['GO:0009987']
14379,"['GO:0008152', 'GO:0009987']"
14380,"['GO:0008152', 'GO:0009987']"
14396,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14397,"['GO:0008152', 'GO:0009987']"
14399,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14404,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14411,['GO:0009987']
14413,"['GO:0008152', 'GO:0009987']"
14416,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
14417,['GO:0009987']
14419,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
14420,"['GO:0008152', 'GO:0009987']"
14422,"['GO:0008152', 'GO:0009987']"
14425,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
14434,"['GO:0008152', 'GO:0009987']"
14437,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14439,['GO:0008152']
14440,"['GO:0008152', 'GO:0009987']"
14447,"['GO:0008152', 'GO:0009987']"
14451,['GO:0009987']
14464,"['GO:0008152', 'GO:0009987']"
14473,['GO:0008152']
14481,"['GO:0008152', 'GO:0009987']"
14485,['GO:0065007']
14492,"['GO:0008152', 'GO:0009987']"
14494,"['GO:0008152', 'GO:0009987']"
14496,"['GO:0008152', 'GO:0009987']"
14499,"['GO:0051179', 'GO:0009987']"
14505,"['GO:0051179', 'GO:0009987']"
14509,['GO:0008152']
14531,"['GO:0008152', 'GO:0009987']"
14533,"['GO:0050896', 'GO:0009987', 'GO:0065007', 'GO:0023052']"
14535,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14538,['GO:0065007']
14542,"['GO:0065007', 'GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
14551,"['GO:0008152', 'GO:0009987']"
14553,"['GO:0051179', 'GO:0009987']"
14561,"['GO:0008152', 'GO:0009987']"
14569,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14571,"['GO:0050896', 'GO:0009987', 'GO:0065007']"
14572,['GO:0009987']
14577,['GO:0065007']
14581,"['GO:0008152', 'GO:0009987']"
14584,"['GO:0008152', 'GO:0009987']"
14591,"['GO:0008152', 'GO:0009987']"
14593,"['GO:0008152', 'GO:0009987']"
14594,"['GO:0008152', 'GO:0009987']"
14595,['GO:0008152']
14600,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
14602,['GO:0065007']
14606,"['GO:0008152', 'GO:0009987']"
14610,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14611,['GO:0009987']
14622,"['GO:0008152', 'GO:0009987']"
14636,"['GO:0008152', 'GO:0009987']"
14646,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14647,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14656,"['GO:0008152', 'GO:0009987']"
14665,"['GO:0008152', 'GO:0009987']"
14666,"['GO:0051179', 'GO:0009987']"
14667,"['GO:0051179', 'GO:0065007']"
14673,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
14678,"['GO:0008152', 'GO:0009987']"
14681,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14682,['GO:0009987']
14683,"['GO:0008152', 'GO:0051179', 'GO:0065007', 'GO:0009987']"
14687,"['GO:0008152', 'GO:0009987']"
14689,['GO:0065007']
14697,"['GO:0051179', 'GO:0009987']"
14700,"['GO:0008152', 'GO:0009987']"
14701,"['GO:0032501', 'GO:0032502']"
14704,['GO:0009987']
14707,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14713,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
14714,"['GO:0051179', 'GO:0009987']"
14719,"['GO:0008152', 'GO:0009987']"
14720,"['GO:0051179', 'GO:0009987']"
14722,"['GO:0008152', 'GO:0009987']"
14729,['GO:0009987']
14739,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
14742,['GO:0050896']
14748,"['GO:0008152', 'GO:0009987']"
14749,['GO:0050896']
14754,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14759,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14763,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14764,"['GO:0065007', 'GO:0023052', 'GO:0032502', 'GO:0009987', 'GO:0032501', 'GO:0050896']"
14766,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
14771,['GO:0051179']
14776,"['GO:0008152', 'GO:0009987']"
14784,"['GO:0008152', 'GO:0009987']"
14785,"['GO:0008152', 'GO:0009987']"
14805,['GO:0009987']
14807,"['GO:0051179', 'GO:0009987']"
14808,"['GO:0008152', 'GO:0009987']"
14809,"['GO:0008152', 'GO:0009987']"
14810,"['GO:0065007', 'GO:0009987']"
14811,['GO:0008152']
14813,"['GO:0008152', 'GO:0009987']"
14814,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
14848,['GO:0065007']
14872,"['GO:0008152', 'GO:0009987']"
14874,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14883,"['GO:0008152', 'GO:0009987']"
14897,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14903,"['GO:0008152', 'GO:0009987']"
14905,"['GO:0008152', 'GO:0009987']"
14913,"['GO:0008152', 'GO:0009987']"
14916,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
14921,"['GO:0008152', 'GO:0009987']"
14924,"['GO:0051179', 'GO:0009987']"
14932,"['GO:0008152', 'GO:0009987']"
14933,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
14936,"['GO:0008152', 'GO:0009987']"
14940,"['GO:0008152', 'GO:0009987']"
14942,"['GO:0008152', 'GO:0009987']"
14948,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
14954,"['GO:0008152', 'GO:0009987']"
14955,['GO:0009987']
14959,"['GO:0050896', 'GO:0065007']"
14961,"['GO:0051179', 'GO:0009987']"
14969,"['GO:0008152', 'GO:0009987']"
14972,['GO:0008152']
14974,"['GO:0008152', 'GO:0009987']"
14976,"['GO:0008152', 'GO:0009987']"
14979,"['GO:0008152', 'GO:0009987']"
14984,"['GO:0065007', 'GO:0023052', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
14985,"['GO:0051179', 'GO:0009987']"
14996,"['GO:0008152', 'GO:0009987']"
14999,"['GO:0008152', 'GO:0009987']"
15007,['GO:0051179']
15014,"['GO:0051179', 'GO:0009987']"
15035,"['GO:0008152', 'GO:0009987']"
15036,['GO:0009987']
15041,"['GO:0008152', 'GO:0009987']"
15047,['GO:0065007']
15049,"['GO:0022414', 'GO:0000003', 'GO:0009987']"
15058,['GO:0009987']
15059,['GO:0009987']
15068,['GO:0008152']
15079,['GO:0009987']
15083,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
15089,"['GO:0008152', 'GO:0009987']"
15091,['GO:0008152']
15102,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
15105,"['GO:0008152', 'GO:0009987']"
15113,['GO:0050896']
15116,"['GO:0008152', 'GO:0009987']"
15117,"['GO:0008152', 'GO:0009987']"
15121,"['GO:0008152', 'GO:0009987']"
15124,"['GO:0008152', 'GO:0009987']"
15136,"['GO:0008152', 'GO:0009987']"
15145,"['GO:0008152', 'GO:0009987']"
15148,['GO:0009987']
15164,['GO:0065007']
15167,"['GO:0008152', 'GO:0009987']"
15172,"['GO:0023052', 'GO:0065007', 'GO:0008152', 'GO:0009987', 'GO:0050896']"
15174,"['GO:0032502', 'GO:0022414', 'GO:0032501', 'GO:0050896', 'GO:0000003']"
15177,"['GO:0008152', 'GO:0009987']"
15179,"['GO:0008152', 'GO:0009987']"
15189,"['GO:0008152', 'GO:0009987']"
15194,"['GO:0008152', 'GO:0009987']"
15198,"['GO:0008152', 'GO:0009987']"
15203,"['GO:0008152', 'GO:0009987']"
15211,"['GO:0008152', 'GO:0009987']"
15214,"['GO:0008152', 'GO:0009987']"
15222,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
15224,['GO:0009987']
15227,"['GO:0008152', 'GO:0009987']"
15228,"['GO:0008152', 'GO:0009987']"
15229,['GO:0008152']
15230,"['GO:0051179', 'GO:0009987']"
15241,"['GO:0008152', 'GO:0009987']"
15243,"['GO:0008152', 'GO:0009987']"
15244,"['GO:0065007', 'GO:0032502', 'GO:0022414', 'GO:0009987', 'GO:0032501', 'GO:0000003']"
15245,"['GO:0023052', 'GO:0050896', 'GO:0009987', 'GO:0065007']"
15248,"['GO:0008152', 'GO:0050896', 'GO:0065007', 'GO:0009987']"
15255,['GO:0009987']
15259,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15261,"['GO:0008152', 'GO:0009987']"
15268,"['GO:0008152', 'GO:0009987']"
15278,"['GO:0051179', 'GO:0009987']"
15286,"['GO:0008152', 'GO:0009987']"
15298,"['GO:0008152', 'GO:0009987']"
15299,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
15308,"['GO:0008152', 'GO:0009987']"
15310,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
15316,"['GO:0008152', 'GO:0009987']"
15324,"['GO:0065007', 'GO:0032502', 'GO:0022414', 'GO:0009987', 'GO:0032501', 'GO:0000003']"
15327,"['GO:0008152', 'GO:0009987']"
15328,['GO:0065007']
15330,"['GO:0008152', 'GO:0009987']"
15336,['GO:0065007']
15342,['GO:0050896']
15347,['GO:0009987']
15351,"['GO:0008152', 'GO:0009987']"
15382,"['GO:0008152', 'GO:0009987']"
15383,"['GO:0008152', 'GO:0050896', 'GO:0009987']"
15385,"['GO:0032502', 'GO:0065007']"
15386,['GO:0065007']
15391,"['GO:0008152', 'GO:0009987']"
15397,['GO:0065007']
15399,"['GO:0008152', 'GO:0009987']"
15404,['GO:0050896']
15407,['GO:0065007']
15420,['GO:0009987']
15429,"['GO:0065007', 'GO:0044419', 'GO:0002376', 'GO:0050896']"
15432,"['GO:0008152', 'GO:0009987']"
15441,"['GO:0008152', 'GO:0009987']"
15447,"['GO:0008152', 'GO:0009987']"
15451,['GO:0065007']
15452,"['GO:0008152', 'GO:0009987']"
15466,"['GO:0008152', 'GO:0009987']"
15469,"['GO:0008152', 'GO:0009987', 'GO:0065007']"
15471,"['GO:0008152', 'GO:0009987']"
15476,"['GO:0008152', 'GO:0009987']"
15478,"['GO:0051179', 'GO:0009987', 'GO:0065007']"
15479,['GO:0065007']
15480,"['GO:0008152', 'GO:0009987']"
15482,"['GO:0008152', 'GO:0009987']"
15485,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15488,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15510,['GO:0050896']
15517,"['GO:0051179', 'GO:0009987']"
15528,"['GO:0008152', 'GO:0009987']"
15535,"['GO:0008152', 'GO:0009987']"
15537,['GO:0050896']
15548,['GO:0008152']
15552,"['GO:0008152', 'GO:0065007', 'GO:0009987']"
15554,['GO:0065007']
15558,"['GO:0008152', 'GO:0009987']"
15564,"['GO:0051179', 'GO:0009987']"
15565,"['GO:0008152', 'GO:0051179', 'GO:0009987']"
15569,"['GO:0051179', 'GO:0065007', 'GO:0009987']"
15572,"['GO:0044419', 'GO:0002376', 'GO:0050896']"
15577,"['GO:0008152', 'GO:0009987']"
15582,"['GO:0051179', 'GO:0009987']"
15583,"['GO:0008152', 'GO:0009987']"
15587,"['GO:0008152', 'GO:0022414', 'GO:0009987', 'GO:0050896', 'GO:0000003']"
15592,"['GO:0008152', 'GO:0009987']"
15595,"['GO:0008152', 'GO:0009987']"
15596,['GO:0051179']
15599,"['GO:0008152', 'GO:0009987']"
15600,"['GO:0008152', 'GO:0009987']"
15603,"['GO:0008152', 'GO:0009987']"
15606,"['GO:0008152', 'GO:0009987']"
15611,"['GO:0008152', 'GO:0009987']"
15612,['GO:0009987']
